#
# Copyright (c) 2024 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# ADD
ADD             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x00 /r           ; s:APX_F, t:ARITH, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:ARITH
CCMPNC              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:3 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNC,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CCMPZ               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CCMPZ               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CCMPZ               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPZ               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CCMPNZ              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CCMPNZ              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CCMPNZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNZ              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CCMPBE              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CCMPBE              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CCMPBE              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPBE              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CCMPNBE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CCMPNBE             ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CCMPNBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNBE             ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CCMPS               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CCMPS               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CCMPS               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPS               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CCMPNS              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CCMPNS              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CCMPNS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNS              ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPT               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPT               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPT               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPT               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPF               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPF               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CCMPF               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPF               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CCMPL               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CCMPL               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CCMPL               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPL               ; Ev,Ib,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0x83 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x38 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CCMPNL              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0x39 /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Gb,Eb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x3A /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CCMPNL              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Gv,Ev,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0x3B /r            ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x80 /7 ib         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CCMPNL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CCMPNL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0x81 /7 iz         ; s:APX_F, t:APX,  c:CCMP,  w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
